"3BFF0DJK8WBOEAADGF16A3JINTZST0","3WT783CTPBHAYRPU99PNJO4YQELCB3",19,"Approved","Fri Jan 13 21:44:42 PST 2017","Sat Jan 14 00:40:04 PST 2017",,,90,"7920__flight_4__sense_16 2","7920__uncertain_15__sense_16 1","7920__identity_18__sense_16 2",,,,,"2425__collect_5__hat_7 0","7676__[formula]_19__component_51 1","7676__azimuthal_50__component_51 2","7676__field_55__component_51 1",,,,"7763__world_17__illuminated_15 3","3240__ideas_3__founded_11 2","3240__reconstructions_15__founded_11 1","3240__Period_23__founded_11 1",,,,"6137__illusion_10__scenario_9 2","249__allows_15__capture_19 0","249__minority_17__capture_19 1","249__power_20__capture_19 2",,,,"7697__particles_36__positive_35 1","10654__tha_2__lots_4 0","10654__people_6__lots_4 1","10654__pressure_11__lots_4 1",,,,"66__hundreds_26__visitors_28 0",3,1,0,,
"3A9LA2FRWRD65I5HAVQ4VSXMRE6XH3","382M9COHEHF4ROIE5RCDE2WP0BNUED",134,"Approved","Fri Jan 13 13:37:53 PST 2017","Sat Jan 14 00:40:04 PST 2017",,,345,"7934__considered_14__smile_26 1","7934__pale_25__smile_26 2","7934__rose_30__smile_26 3",,,,,"6126__film_33__frightening_32 0","7947__story_5__pieced_3 3","7947__radio_9__pieced_3 2","7947__wounds_14__pieced_3 3",,,,"410__prizes_29__branches_33 0","414__money_9__bit_16 1","414__available_12__bit_16 1","414__persuasion_18__bit_16 2",,,,"5910__hung_19__fire_20 3","7871__hair_4__needles_14 3","7871__shot_11__needles_14 3","7871__silver_17__needles_14 3",,,,"10590__tips_8__bloody_7 3","2811__children_2__cake_10 0","2811__eat_8__cake_10 0","2811__cow_9__cake_10 2",,,,"10283__love_8__past_5 2",3,1,0,,
"3A9LA2FRWRD65I5HAVQ4VSXMRE6XH3","3LOZAJ85YDD4DC0THCSZW8M4XP8X2Y",124,"Approved","Fri Jan 13 11:09:04 PST 2017","Sat Jan 14 00:40:04 PST 2017",,,3175,"7934__considered_14__smile_26 0","7934__pale_25__smile_26 0","7934__rose_30__smile_26 3",,,,,"6126__film_33__frightening_32 0","7947__story_5__pieced_3 0","7947__radio_9__pieced_3 0","7947__wounds_14__pieced_3 0",,,,"410__prizes_29__branches_33 0","414__money_9__bit_16 0","414__available_12__bit_16 0","414__persuasion_18__bit_16 0",,,,"5910__hung_19__fire_20 0","7871__hair_4__needles_14 0","7871__shot_11__needles_14 0","7871__silver_17__needles_14 0",,,,"10590__tips_8__bloody_7 0","2811__children_2__cake_10 0","2811__eat_8__cake_10 0","2811__cow_9__cake_10 0",,,,"10283__love_8__past_5 0",3,1,0,,
"3A9LA2FRWRD65I5HAVQ4VSXMRE6XH3","3NJM2BJS4W6C2LQ4SE7OE89N7IJCP7",126,"Approved","Fri Jan 13 14:01:30 PST 2017","Sat Jan 14 00:40:04 PST 2017",,,158,"7934__considered_14__smile_26 0","7934__pale_25__smile_26 1","7934__rose_30__smile_26 1",,,,,"6126__film_33__frightening_32 0","7947__story_5__pieced_3 1","7947__radio_9__pieced_3 0","7947__wounds_14__pieced_3 0",,,,"410__prizes_29__branches_33 1","414__money_9__bit_16 0","414__available_12__bit_16 0","414__persuasion_18__bit_16 1",,,,"5910__hung_19__fire_20 3","7871__hair_4__needles_14 0","7871__shot_11__needles_14 0","7871__silver_17__needles_14 1",,,,"10590__tips_8__bloody_7 1","2811__children_2__cake_10 0","2811__eat_8__cake_10 0","2811__cow_9__cake_10 0",,,,"10283__love_8__past_5 0",3,1,0,,
"3A9LA2FRWRD65I5HAVQ4VSXMRE6XH3","3SKEMFQBZ359FR3BYAMBG5R5NGLK8Z",135,"Rejected","Fri Jan 13 11:04:55 PST 2017",,"Sat Jan 14 00:40:04 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",126,"7934__considered_14__smile_26 2","7934__pale_25__smile_26 0","7934__rose_30__smile_26 3",,,,,"6126__film_33__frightening_32 2","7947__story_5__pieced_3 1","7947__radio_9__pieced_3 2","7947__wounds_14__pieced_3 0",,,,"410__prizes_29__branches_33 2","414__money_9__bit_16 1","414__available_12__bit_16 2","414__persuasion_18__bit_16 2",,,,"5910__hung_19__fire_20 1","7871__hair_4__needles_14 0","7871__shot_11__needles_14 1","7871__silver_17__needles_14 1",,,,"10590__tips_8__bloody_7 0","2811__children_2__cake_10 1","2811__eat_8__cake_10 1","2811__cow_9__cake_10 2",,,,"10283__love_8__past_5 0",2,1,2,,
"3A9LA2FRWRD65I5HAVQ4VSXMRE6XH3","3UWN2HHPUY5S6H3N9LKWPO8AT61NSD",121,"Approved","Fri Jan 13 12:34:14 PST 2017","Sat Jan 14 00:40:04 PST 2017",,,206,"7934__considered_14__smile_26 0","7934__pale_25__smile_26 2","7934__rose_30__smile_26 1",,,,,"6126__film_33__frightening_32 0","7947__story_5__pieced_3 0","7947__radio_9__pieced_3 1","7947__wounds_14__pieced_3 2",,,,"410__prizes_29__branches_33 1","414__money_9__bit_16 0","414__available_12__bit_16 1","414__persuasion_18__bit_16 3",,,,"5910__hung_19__fire_20 3","7871__hair_4__needles_14 2","7871__shot_11__needles_14 1","7871__silver_17__needles_14 0",,,,"10590__tips_8__bloody_7 3","2811__children_2__cake_10 0","2811__eat_8__cake_10 0","2811__cow_9__cake_10 1",,,,"10283__love_8__past_5 1",3,1,0,,
"3A9LA2FRWRD65I5HAVQ4VSXMRE6XH3","3VE8AYVF8MXYZ5BXXZVE0SZ0FLXF8N",48,"Approved","Sat Jan 14 00:43:00 PST 2017","Sat Jan 14 12:00:28 PST 2017",,,197,"7934__considered_14__smile_26 0","7934__pale_25__smile_26 1","7934__rose_30__smile_26 1",,,,,"6126__film_33__frightening_32 2","7947__story_5__pieced_3 2","7947__radio_9__pieced_3 0","7947__wounds_14__pieced_3 1",,,,"410__prizes_29__branches_33 0","414__money_9__bit_16 2","414__available_12__bit_16 1","414__persuasion_18__bit_16 1",,,,"5910__hung_19__fire_20 2","7871__hair_4__needles_14 2","7871__shot_11__needles_14 1","7871__silver_17__needles_14 2",,,,"10590__tips_8__bloody_7 1","2811__children_2__cake_10 1","2811__eat_8__cake_10 2","2811__cow_9__cake_10 0",,,,"10283__love_8__past_5 1",3,1,0,,
"35O6H0UNLRFTU5GXSPAUFMMHB715J7","31QTRG6Q2TDP5OR9O6PDBZ16A6NYPN",48,"Approved","Sat Jan 14 00:43:19 PST 2017","Sat Jan 14 12:00:28 PST 2017",,,437,"3270__functional_10__design_11 2","3270__analogue_24__design_11 1","3270__consistent_30__design_11 1",,,,,"6006__papers_28__tells_26 1","3414__aspects_3__habits_8 2","3414__dinosaur_6__habits_8 0","3414__living_7__habits_8 2",,,,"45__education_43__narrow_42 3","7664__idea_18__significance_22 2","7664__relative_21__significance_22 2","7664__fields_27__significance_22 1",,,,"3294__musculature_11__operated_13 1","7642__using_22__form_25 2","7642__integral_24__form_25 1","7642__obtained_29__form_25 0",,,,"15565__calling_2__bastard_5 0","213__review_4__considers_6 2","213__effect_9__considers_6 0","213__individual_12__considers_6 0",,,,"222__override_6__antagonise_20 1",3,1,0,,
"35O6H0UNLRFTU5GXSPAUFMMHB715J7","33FBRBDW6OZRWTRN6X5DSMEXI8Y8CY",136,"Approved","Fri Jan 13 20:51:36 PST 2017","Sat Jan 14 00:40:04 PST 2017",,,301,"3270__functional_10__design_11 0","3270__analogue_24__design_11 2","3270__consistent_30__design_11 1",,,,,"6006__papers_28__tells_26 2","3414__aspects_3__habits_8 1","3414__dinosaur_6__habits_8 2","3414__living_7__habits_8 0",,,,"45__education_43__narrow_42 3","7664__idea_18__significance_22 1","7664__relative_21__significance_22 1","7664__fields_27__significance_22 2",,,,"3294__musculature_11__operated_13 3","7642__using_22__form_25 2","7642__integral_24__form_25 1","7642__obtained_29__form_25 1",,,,"15565__calling_2__bastard_5 0","213__review_4__considers_6 2","213__effect_9__considers_6 0","213__individual_12__considers_6 1",,,,"222__override_6__antagonise_20 2",3,1,0,,
"35O6H0UNLRFTU5GXSPAUFMMHB715J7","36WLNQG78ZAPVP9850VI9C41BPCBE7",137,"Approved","Fri Jan 13 11:53:55 PST 2017","Tue Jan 17 09:55:12 PST 2017","Sat Jan 14 00:40:04 PST 2017",,195,"3270__functional_10__design_11 0","3270__analogue_24__design_11 0","3270__consistent_30__design_11 0",,,,,"6006__papers_28__tells_26 0","3414__aspects_3__habits_8 0","3414__dinosaur_6__habits_8 0","3414__living_7__habits_8 0",,,,"45__education_43__narrow_42 0","7664__idea_18__significance_22 0","7664__relative_21__significance_22 0","7664__fields_27__significance_22 0",,,,"3294__musculature_11__operated_13 0","7642__using_22__form_25 0","7642__integral_24__form_25 0","7642__obtained_29__form_25 0",,,,"15565__calling_2__bastard_5 0","213__review_4__considers_6 0","213__effect_9__considers_6 0","213__individual_12__considers_6 0",,,,"222__override_6__antagonise_20 0",3,1,0,,
"35O6H0UNLRFTU5GXSPAUFMMHB715J7","379J5II41OG18YVKWDKCNF06NK6LEM",123,"Approved","Fri Jan 13 18:35:47 PST 2017","Sat Jan 14 00:40:04 PST 2017",,,151,"3270__functional_10__design_11 0","3270__analogue_24__design_11 0","3270__consistent_30__design_11 1",,,,,"6006__papers_28__tells_26 1","3414__aspects_3__habits_8 0","3414__dinosaur_6__habits_8 0","3414__living_7__habits_8 0",,,,"45__education_43__narrow_42 1","7664__idea_18__significance_22 0","7664__relative_21__significance_22 0","7664__fields_27__significance_22 1",,,,"3294__musculature_11__operated_13 0","7642__using_22__form_25 1","7642__integral_24__form_25 1","7642__obtained_29__form_25 1",,,,"15565__calling_2__bastard_5 0","213__review_4__considers_6 0","213__effect_9__considers_6 0","213__individual_12__considers_6 0",,,,"222__override_6__antagonise_20 0",3,1,0,,
"35O6H0UNLRFTU5GXSPAUFMMHB715J7","3ITXP059PWJWNRC2UNS4WHRTKM5SJN",120,"Approved","Fri Jan 13 16:04:45 PST 2017","Sat Jan 14 00:40:04 PST 2017",,,120,"3270__functional_10__design_11 1","3270__analogue_24__design_11 0","3270__consistent_30__design_11 1",,,,,"6006__papers_28__tells_26 0","3414__aspects_3__habits_8 0","3414__dinosaur_6__habits_8 0","3414__living_7__habits_8 1",,,,"45__education_43__narrow_42 3","7664__idea_18__significance_22 0","7664__relative_21__significance_22 1","7664__fields_27__significance_22 0",,,,"3294__musculature_11__operated_13 0","7642__using_22__form_25 0","7642__integral_24__form_25 1","7642__obtained_29__form_25 0",,,,"15565__calling_2__bastard_5 0","213__review_4__considers_6 0","213__effect_9__considers_6 0","213__individual_12__considers_6 0",,,,"222__override_6__antagonise_20 0",3,1,0,,
"35O6H0UNLRFTU5GXSPAUFMMHB715J7","3N4BPTXIO8S7DOAO1DNGCX9UK7DUKP",124,"Approved","Fri Jan 13 11:09:07 PST 2017","Sat Jan 14 00:40:04 PST 2017",,,3293,"3270__functional_10__design_11 0","3270__analogue_24__design_11 0","3270__consistent_30__design_11 0",,,,,"6006__papers_28__tells_26 0","3414__aspects_3__habits_8 0","3414__dinosaur_6__habits_8 0","3414__living_7__habits_8 0",,,,"45__education_43__narrow_42 0","7664__idea_18__significance_22 0","7664__relative_21__significance_22 0","7664__fields_27__significance_22 0",,,,"3294__musculature_11__operated_13 0","7642__using_22__form_25 0","7642__integral_24__form_25 0","7642__obtained_29__form_25 0",,,,"15565__calling_2__bastard_5 0","213__review_4__considers_6 0","213__effect_9__considers_6 0","213__individual_12__considers_6 0",,,,"222__override_6__antagonise_20 0",3,1,0,,
"HITId","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","Answer.0metaphorNovelty0","Answer.0metaphorNovelty1","Answer.0metaphorNovelty2","Answer.0metaphorNovelty3","Answer.0metaphorNovelty4","Answer.0metaphorNovelty5","Answer.0metaphorNovelty6","Answer.1metaphorNovelty0","Answer.2metaphorNovelty0","Answer.2metaphorNovelty1","Answer.2metaphorNovelty2","Answer.2metaphorNovelty3","Answer.2metaphorNovelty4","Answer.2metaphorNovelty5","Answer.3metaphorNovelty0","Answer.4metaphorNovelty0","Answer.4metaphorNovelty1","Answer.4metaphorNovelty2","Answer.4metaphorNovelty3","Answer.4metaphorNovelty4","Answer.4metaphorNovelty5","Answer.5metaphorNovelty0","Answer.6metaphorNovelty0","Answer.6metaphorNovelty1","Answer.6metaphorNovelty2","Answer.6metaphorNovelty3","Answer.6metaphorNovelty4","Answer.6metaphorNovelty5","Answer.7metaphorNovelty0","Answer.8metaphorNovelty0","Answer.8metaphorNovelty1","Answer.8metaphorNovelty2","Answer.8metaphorNovelty3","Answer.8metaphorNovelty4","Answer.8metaphorNovelty5","Answer.9metaphorNovelty0","Answer.example1","Answer.example2","Answer.example3","Approve","Reject"
"39XCQ6V3KX3H6A1Q86G56IHCP1K655","386PBUZZXFX9JEHCAEV3KVDYTTEJLK",138,"Approved","Sat Jan 14 17:31:00 PST 2017","Sun Jan 15 00:36:30 PST 2017",,,306,"7958__descended_4__cool_6 0","7958__stair_8__cool_6 1","7958__caps_12__cool_6 0",,,,,"1116__air_18__preserve_15 1","7635__changed_23__[formula]_25 0","7635__vector_31__[formula]_25 0","7635__vector_50__[formula]_25 0",,,,"224__remit_2__wide_8 1","415__regime_7__central_16 1","415__government_17__central_16 0","415__makes_24__central_16 0",,,,"7751__round_14__gold_12 1","5944__sheet_2__shower_14 0","5944__hard_11__shower_14 0","5944__gusty_13__shower_14 2",,,,"7694__directions_17__opposite_16 0","417__typically_9__response_12 0","417__British_10__response_12 1","417__bureaucratic_11__response_12 1",,,,"422__equipment_13__sophisticated_12 1",3,1,0,,
"39XCQ6V3KX3H6A1Q86G56IHCP1K655","3AMW0RGHOD2VTPNVH4G2UJ3Z7N7PNF",139,"Approved","Sat Jan 14 12:22:40 PST 2017","Sun Jan 15 00:36:30 PST 2017",,,227,"7958__descended_4__cool_6 0","7958__stair_8__cool_6 2","7958__caps_12__cool_6 0",,,,,"1116__air_18__preserve_15 2","7635__changed_23__[formula]_25 1","7635__vector_31__[formula]_25 0","7635__vector_50__[formula]_25 0",,,,"224__remit_2__wide_8 2","415__regime_7__central_16 0","415__government_17__central_16 1","415__makes_24__central_16 0",,,,"7751__round_14__gold_12 2","5944__sheet_2__shower_14 1","5944__hard_11__shower_14 2","5944__gusty_13__shower_14 3",,,,"7694__directions_17__opposite_16 1","417__typically_9__response_12 1","417__British_10__response_12 1","417__bureaucratic_11__response_12 2",,,,"422__equipment_13__sophisticated_12 2",3,1,0,,
"39XCQ6V3KX3H6A1Q86G56IHCP1K655","3JV9LGBJWTE7YXU8F0QSFZPCW7OOGQ",140,"Approved","Sun Jan 15 05:19:05 PST 2017","Sun Jan 15 10:53:51 PST 2017",,,991,"7958__descended_4__cool_6 0","7958__stair_8__cool_6 2","7958__caps_12__cool_6 0",,,,,"1116__air_18__preserve_15 0","7635__changed_23__[formula]_25 1","7635__vector_31__[formula]_25 0","7635__vector_50__[formula]_25 0",,,,"224__remit_2__wide_8 3","415__regime_7__central_16 0","415__government_17__central_16 1","415__makes_24__central_16 0",,,,"7751__round_14__gold_12 3","5944__sheet_2__shower_14 0","5944__hard_11__shower_14 2","5944__gusty_13__shower_14 3",,,,"7694__directions_17__opposite_16 1","417__typically_9__response_12 0","417__British_10__response_12 1","417__bureaucratic_11__response_12 1",,,,"422__equipment_13__sophisticated_12 1",3,1,0,,
"39XCQ6V3KX3H6A1Q86G56IHCP1K655","3Q8GYXHFEP289B8L8ZYAG246HKK5CL",48,"Approved","Sun Jan 15 00:47:27 PST 2017","Sun Jan 15 10:53:50 PST 2017",,,632,"7958__descended_4__cool_6 2","7958__stair_8__cool_6 0","7958__caps_12__cool_6 2",,,,,"1116__air_18__preserve_15 1","7635__changed_23__[formula]_25 1","7635__vector_31__[formula]_25 1","7635__vector_50__[formula]_25 1",,,,"224__remit_2__wide_8 3","415__regime_7__central_16 2","415__government_17__central_16 1","415__makes_24__central_16 0",,,,"7751__round_14__gold_12 2","5944__sheet_2__shower_14 3","5944__hard_11__shower_14 1","5944__gusty_13__shower_14 2",,,,"7694__directions_17__opposite_16 1","417__typically_9__response_12 1","417__British_10__response_12 0","417__bureaucratic_11__response_12 2",,,,"422__equipment_13__sophisticated_12 3",3,1,0,,
"39XCQ6V3KX3H6A1Q86G56IHCP1K655","3QAVNHZ3EM4YILE8G8IQRWAF369ALK",141,"Approved","Sat Jan 14 12:30:44 PST 2017","Tue Jan 17 10:03:17 PST 2017","Sun Jan 15 00:36:30 PST 2017",,240,"7958__descended_4__cool_6 0","7958__stair_8__cool_6 1","7958__caps_12__cool_6 1",,,,,"1116__air_18__preserve_15 0","7635__changed_23__[formula]_25 1","7635__vector_31__[formula]_25 2","7635__vector_50__[formula]_25 2",,,,"224__remit_2__wide_8 1","415__regime_7__central_16 0","415__government_17__central_16 2","415__makes_24__central_16 0",,,,"7751__round_14__gold_12 1","5944__sheet_2__shower_14 2","5944__hard_11__shower_14 1","5944__gusty_13__shower_14 0",,,,"7694__directions_17__opposite_16 3","417__typically_9__response_12 1","417__British_10__response_12 0","417__bureaucratic_11__response_12 1",,,,"422__equipment_13__sophisticated_12 2",0,0,0,,
"39XCQ6V3KX3H6A1Q86G56IHCP1K655","3VELCLL3GKJGO5RCYEMZLICS2GOF13",142,"Approved","Sat Jan 14 15:42:14 PST 2017","Sun Jan 15 00:36:30 PST 2017",,,370,"7958__descended_4__cool_6 0","7958__stair_8__cool_6 1","7958__caps_12__cool_6 0",,,,,"1116__air_18__preserve_15 0","7635__changed_23__[formula]_25 0","7635__vector_31__[formula]_25 0","7635__vector_50__[formula]_25 0",,,,"224__remit_2__wide_8 1","415__regime_7__central_16 0","415__government_17__central_16 1","415__makes_24__central_16 0",,,,"7751__round_14__gold_12 2","5944__sheet_2__shower_14 2","5944__hard_11__shower_14 1","5944__gusty_13__shower_14 2",,,,"7694__directions_17__opposite_16 1","417__typically_9__response_12 1","417__British_10__response_12 2","417__bureaucratic_11__response_12 1",,,,"422__equipment_13__sophisticated_12 1",3,1,0,,
"39XCQ6V3KX3H6A1Q86G56IHCP1K655","3WAKVUDHUWGJI934IJY78S48FPUU75",4,"Approved","Sat Jan 14 12:20:51 PST 2017","Sun Jan 15 00:36:30 PST 2017",,,87,"7958__descended_4__cool_6 0","7958__stair_8__cool_6 2","7958__caps_12__cool_6 0",,,,,"1116__air_18__preserve_15 1","7635__changed_23__[formula]_25 0","7635__vector_31__[formula]_25 0","7635__vector_50__[formula]_25 0",,,,"224__remit_2__wide_8 3","415__regime_7__central_16 0","415__government_17__central_16 2","415__makes_24__central_16 0",,,,"7751__round_14__gold_12 3","5944__sheet_2__shower_14 0","5944__hard_11__shower_14 2","5944__gusty_13__shower_14 3",,,,"7694__directions_17__opposite_16 1","417__typically_9__response_12 0","417__British_10__response_12 1","417__bureaucratic_11__response_12 2",,,,"422__equipment_13__sophisticated_12 1",3,1,0,,
"31GECDVA9ILDPE14DPQAYOVCLWV66L","30IQTZXKAK6XH2XF2POLDKTP1T80X6",143,"Approved","Sat Jan 14 12:41:23 PST 2017","Sun Jan 15 00:36:30 PST 2017",,,293,"3405__legs_9__pillar-_7 1","3405__resembling_11__pillar-_7 0","3405__animal_21__pillar-_7 0",,,,,"3300__limestone_8__preserved_10 0","3297__looking_27__relatives_35 0","3297__compared_31__relatives_35 1","3297__bottom-dwelling_34__relatives_35 2",,,,"10751__hell_5__lot_8 3","3059__devoted_3__worship_7 1","3059__instead_4__worship_7 0","3059__Rytasha_11__worship_7 2",,,,"7733__drop_15__potential_14 2","7644__direction_15__convention_21 3","7644__usual_19__convention_21 1","7644__right-hand_20__convention_21 3",,,,"7734__current_21__lines_19 1","3059__insists_24__hangover_29 3","3059__unfortunate_28__hangover_29 2","3059__days_34__hangover_29 0",,,,"7636__strength_33__[formula]_35 3",3,1,0,,
"31GECDVA9ILDPE14DPQAYOVCLWV66L","333U7HK6I9FQL2TKXXXF1I5TKK8DJU",4,"Approved","Sat Jan 14 15:29:21 PST 2017","Sun Jan 15 00:36:31 PST 2017",,,143,"3405__legs_9__pillar-_7 3","3405__resembling_11__pillar-_7 0","3405__animal_21__pillar-_7 0",,,,,"3300__limestone_8__preserved_10 0","3297__looking_27__relatives_35 0","3297__compared_31__relatives_35 1","3297__bottom-dwelling_34__relatives_35 2",,,,"10751__hell_5__lot_8 1","3059__devoted_3__worship_7 1","3059__instead_4__worship_7 0","3059__Rytasha_11__worship_7 2",,,,"7733__drop_15__potential_14 2","7644__direction_15__convention_21 0","7644__usual_19__convention_21 1","7644__right-hand_20__convention_21 2",,,,"7734__current_21__lines_19 2","3059__insists_24__hangover_29 0","3059__unfortunate_28__hangover_29 2","3059__days_34__hangover_29 2",,,,"7636__strength_33__[formula]_35 0",3,1,0,,
"31GECDVA9ILDPE14DPQAYOVCLWV66L","3CN4LGXD5XO3GV5QQMXP81QBKBO4Y2",144,"Approved","Sat Jan 14 15:43:15 PST 2017","Sun Jan 15 00:36:30 PST 2017",,,502,"3405__legs_9__pillar-_7 2","3405__resembling_11__pillar-_7 0","3405__animal_21__pillar-_7 3",,,,,"3300__limestone_8__preserved_10 0","3297__looking_27__relatives_35 1","3297__compared_31__relatives_35 0","3297__bottom-dwelling_34__relatives_35 1",,,,"10751__hell_5__lot_8 1","3059__devoted_3__worship_7 2","3059__instead_4__worship_7 0","3059__Rytasha_11__worship_7 0",,,,"7733__drop_15__potential_14 3","7644__direction_15__convention_21 0","7644__usual_19__convention_21 1","7644__right-hand_20__convention_21 3",,,,"7734__current_21__lines_19 2","3059__insists_24__hangover_29 0","3059__unfortunate_28__hangover_29 3","3059__days_34__hangover_29 0",,,,"7636__strength_33__[formula]_35 1",3,1,0,,
"31GECDVA9ILDPE14DPQAYOVCLWV66L","3SLE99ER0NDN6K041N9VUM5J0X0ZBL",145,"Approved","Sat Jan 14 12:21:35 PST 2017","Sun Jan 15 00:36:31 PST 2017",,,351,"3405__legs_9__pillar-_7 2","3405__resembling_11__pillar-_7 1","3405__animal_21__pillar-_7 0",,,,,"3300__limestone_8__preserved_10 0","3297__looking_27__relatives_35 0","3297__compared_31__relatives_35 0","3297__bottom-dwelling_34__relatives_35 0",,,,"10751__hell_5__lot_8 1","3059__devoted_3__worship_7 0","3059__instead_4__worship_7 0","3059__Rytasha_11__worship_7 1",,,,"7733__drop_15__potential_14 0","7644__direction_15__convention_21 0","7644__usual_19__convention_21 0","7644__right-hand_20__convention_21 0",,,,"7734__current_21__lines_19 0","3059__insists_24__hangover_29 0","3059__unfortunate_28__hangover_29 1","3059__days_34__hangover_29 2",,,,"7636__strength_33__[formula]_35 0",3,1,0,,
"31GECDVA9ILDPE14DPQAYOVCLWV66L","3W92K5RLWUH48KELZGTF6USV2QCV5K",146,"Approved","Sat Jan 14 13:34:57 PST 2017","Sun Jan 15 00:36:31 PST 2017",,,137,"3405__legs_9__pillar-_7 2","3405__resembling_11__pillar-_7 0","3405__animal_21__pillar-_7 0",,,,,"3300__limestone_8__preserved_10 0","3297__looking_27__relatives_35 0","3297__compared_31__relatives_35 0","3297__bottom-dwelling_34__relatives_35 0",,,,"10751__hell_5__lot_8 1","3059__devoted_3__worship_7 0","3059__instead_4__worship_7 0","3059__Rytasha_11__worship_7 0",,,,"7733__drop_15__potential_14 0","7644__direction_15__convention_21 0","7644__usual_19__convention_21 0","7644__right-hand_20__convention_21 0",,,,"7734__current_21__lines_19 1","3059__insists_24__hangover_29 1","3059__unfortunate_28__hangover_29 1","3059__days_34__hangover_29 0",,,,"7636__strength_33__[formula]_35 0",3,1,0,,
"3K1H3NEY7KYE7G5PZP7AGLITWWLDGM","33OOO72IVHLAUDJB9VG8JIAKXMETC6",139,"Approved","Sat Jan 14 12:14:46 PST 2017","Sun Jan 15 00:36:31 PST 2017",,,266,"7956__metaphorically_3__shaken_4 2","7956__fist_7__shaken_4 2","7956__energy_14__shaken_4 0",,,,,"3297__analogy_2__found_4 1","2810__excrement_14__assist_19 1","2810__collected_17__assist_19 1","2810__growth_21__assist_19 1",,,,"7649__usually_14__remains_15 1","7891__breasts_25__flowers_29 3","7891__dense_28__flowers_29 2","7891__hair_31__flowers_29 3",,,,"32__majority_14__hold_21 1","7613__analogue_8__function_12 1","7613__potential_11__function_12 1","7613__proved_14__function_12 1",,,,"3384__kinds_19__found_14 1","2364__fall_20__game_25 2","2364__bloody_23__game_25 2","2364__empire-building_24__game_25 3",,,,"12429__total_3__Share_1 1",3,1,0,,
"3K1H3NEY7KYE7G5PZP7AGLITWWLDGM","38SKSKU7R1XDO3X6SWA38UYYGEKLI5",4,"Approved","Sat Jan 14 15:27:35 PST 2017","Sun Jan 15 00:36:31 PST 2017",,,99,"7956__metaphorically_3__shaken_4 3","7956__fist_7__shaken_4 1","7956__energy_14__shaken_4 0",,,,,"3297__analogy_2__found_4 2","2810__excrement_14__assist_19 0","2810__collected_17__assist_19 2","2810__growth_21__assist_19 1",,,,"7649__usually_14__remains_15 1","7891__breasts_25__flowers_29 0","7891__dense_28__flowers_29 2","7891__hair_31__flowers_29 3",,,,"32__majority_14__hold_21 0","7613__analogue_8__function_12 2","7613__potential_11__function_12 2","7613__proved_14__function_12 0",,,,"3384__kinds_19__found_14 1","2364__fall_20__game_25 1","2364__bloody_23__game_25 1","2364__empire-building_24__game_25 2",,,,"12429__total_3__Share_1 1",3,1,0,,
"3K1H3NEY7KYE7G5PZP7AGLITWWLDGM","3IGI0VL647KD8PBU243N5JY9XIBNOW",145,"Approved","Sat Jan 14 12:09:19 PST 2017","Sun Jan 15 00:36:31 PST 2017",,,511,"7956__metaphorically_3__shaken_4 1","7956__fist_7__shaken_4 1","7956__energy_14__shaken_4 0",,,,,"3297__analogy_2__found_4 0","2810__excrement_14__assist_19 0","2810__collected_17__assist_19 0","2810__growth_21__assist_19 0",,,,"7649__usually_14__remains_15 0","7891__breasts_25__flowers_29 0","7891__dense_28__flowers_29 2","7891__hair_31__flowers_29 3",,,,"32__majority_14__hold_21 0","7613__analogue_8__function_12 0","7613__potential_11__function_12 0","7613__proved_14__function_12 0",,,,"3384__kinds_19__found_14 0","2364__fall_20__game_25 1","2364__bloody_23__game_25 1","2364__empire-building_24__game_25 0",,,,"12429__total_3__Share_1 0",3,1,0,,
"3K1H3NEY7KYE7G5PZP7AGLITWWLDGM","3ND9UOO81K2VPYHBHDEI9L76VPOLWI",2,"Approved","Sat Jan 14 18:08:59 PST 2017","Sun Jan 15 00:36:31 PST 2017",,,450,"7956__metaphorically_3__shaken_4 2","7956__fist_7__shaken_4 1","7956__energy_14__shaken_4 0",,,,,"3297__analogy_2__found_4 0","2810__excrement_14__assist_19 0","2810__collected_17__assist_19 0","2810__growth_21__assist_19 0",,,,"7649__usually_14__remains_15 1","7891__breasts_25__flowers_29 2","7891__dense_28__flowers_29 2","7891__hair_31__flowers_29 3",,,,"32__majority_14__hold_21 0","7613__analogue_8__function_12 1","7613__potential_11__function_12 1","7613__proved_14__function_12 1",,,,"3384__kinds_19__found_14 1","2364__fall_20__game_25 0","2364__bloody_23__game_25 3","2364__empire-building_24__game_25 2",,,,"12429__total_3__Share_1 1",3,1,0,,
